InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV100404,SKU-1010,Backpack,Accessories,10,2024-01-21 00:00,1999,C0044,United Kingdom
INV100998,SKU-1001,Wireless Mouse,Electronics,8,2024-07-05 00:00,799,C0019,United States
INV100059,SKU-1001,Wireless Mouse,Electronics,8,2024-11-25 00:00,799,C0067,United States
INV100196,SKU-1004,Laptop Stand,Accessories,5,2024-01-17 00:00,1299,C0034,united kingdom
INV103882,SKU-1006,Gel Pen Pack,Stationery,-8,2024-12-02 00:00,99,C0092,United States
INV103371,SKU-1003,USB-C Cable,Electronics,11,2024-02-01 00:00,299,C0089,France
INV101287,SKU-1011,Wireless Earbuds,Electronics,5,2024-02-02 00:00,3499,C0008,united kingdom
INV101444,SKU-1003,USB-C CABLE,Electronics,11,2024-09-18 00:00,299,C0037,united kingdom
INV102272,SKU-1002,Mechanical Keyboard,Electronics,3,2024-07-06 00:00,2499,C0036,India
INV103390,SKU-1011,Wireless Earbuds,Electronics,3,2024-07-07 00:00,3499,C0019,United States
INV100357,SKU-1006,Gel Pen Pack,Stationery,10,2024-07-07 00:00,99,C0090,united kingdom
INV103192,SKU-1012,Phone Case,Accessories,7,2024-08-24 00:00,499,C0084,United States
INV100597,SKU-1004,Laptop Stand,Accessories,4,2024-08-17 00:00,1299,C0030,USA
INV102512,SKU-1011,Wireless Earbuds,Electronics,6,2024-12-20 00:00,3499,C0006,United States
INV103434,SKU-1004,Laptop Stand,Accessories,2,2024-10-28 00:00,1299,C0055,Germany
INV102974,SKU-1009,Desk Lamp,Home,9,2024-08-30 00:00,1499,C0111,United Kingdom
INV102792,SKU-1012,Phone Case,Accessories,6,2024-04-11 00:00,499,C0054,Germany
INV103340,SKU-1013,Sticky Notes,Stationery,8,2024-06-06 00:00,79,C0033,India
INV101307,SKU-1012,Phone Case,Accessories,4,2024-12-20 00:00,499,C0115,Germany
INV103466,SKU-1005,Notebook A5,Stationery,7,2024-12-02 00:00,149,C0056,India
INV102581,SKU-1002,Mechanical Keyboard,Electronics,3,2024-05-25 00:00,2499,C0056,India
INV102610,SKU-1011,Wireless Earbuds,Electronics,1,2024-12-29 00:00,3499,C0096,United Kingdom
INV102252,SKU-1001,Wireless Mouse,Electronics,1,2024-05-10 00:00,799,C0029,Germany
INV101517,SKU-1011,Wireless Earbuds,Electronics,4,2024-07-23 00:00,3499,C0108,France
INV103441,SKU-1002,Mechanical Keyboard,Electronics,5,2024-07-19 00:00,2499,C0027,Germany
INV102092,SKU-1006,Gel Pen Pack,Stationery,11,2024-06-20 00:00,99,C0087,India
INV101030,SKU-1012,Phone Case,Accessories,6,2024-11-13 00:00,499,C0065,Germany
INV100911,SKU-1008,Coffee Mug,Home,8,2024-10-02 00:00,249,C0003,France
INV102232,SKU-1005,Notebook A5,Stationery,2,2024-09-06 00:00,149,C0018,India
INV102982,SKU-1004,Laptop Stand,Accessories,1,2024-01-31 00:00,1299,C0034,Germany
INV103038,SKU-1005,,Stationery,2,2024-05-31 00:00,149,C0079,Germany
INV103435,SKU-1004,Laptop Stand,Accessories,11,2024-07-07 00:00,1299,C0083,India
INV103726,SKU-1006,Gel Pen Pack,Stationery,8,2024-10-06 00:00,99,C0014,France
INV102631,SKU-1001,Wireless Mouse,Electronics,4,2024-01-03 00:00,799,C0109,Germany
INV100291,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-01-27 00:00,1799,C0019,United States
INV102029,SKU-1003,USB-C Cable,Electronics,2,2024-12-28 00:00,299,C0096,United Kingdom
INV103232,SKU-1009,,Home,2,2024-11-20 00:00,1499,C0029,Germany
INV101570,SKU-1003,USB-C Cable,Electronics,3,2024-03-11 00:00,299,C0020,Germany
INV101053,SKU-1011,Wireless Earbuds,Electronics,4,2024-04-30 00:00,3499,C0036,India
INV100757,SKU-1010,Backpack,Accessories,10,2024-03-12 00:00,1999,C0079,Germany
INV102125,SKU-1010,Backpack,Accessories,10,2024-08-28 00:00,1999,C0053,United Kingdom
INV101468,SKU-1004,Laptop Stand,Accessories,7,2024-05-26 00:00,1299,C0022,United Kingdom
INV100637,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-05-01 00:00,1799,C0027,Germany
INV100951,SKU-1010,Backpack,Accessories,8,2024-11-17 00:00,1999,C0114,Germany
INV101518,SKU-1014,Power Bank 10000mAh,Electronics,2,2024-04-09 00:00,1799,C0006,United States
INV100760,SKU-1002,Mechanical Keyboard,Electronics,1,2024-01-29 00:00,2499,,United Kingdom
INV100397,SKU-1008,Coffee Mug,Home,8,2024-10-07 00:00,249,C0023,India
INV101332,SKU-1010,Backpack,Accessories,4,2024-12-20 00:00,1999,C0016,united kingdom
INV102106,SKU-1013,Sticky Notes,Stationery,9,2024-06-04 00:00,79,C0004,Germany
INV102710,SKU-1003,USB-C Cable,Electronics,6,2024-07-30 00:00,299,C0098,united kingdom
INV100678,SKU-1002,Mechanical Keyboard,Electronics,3,2024-08-12 00:00,2499,C0100,India
INV101124,SKU-1004,Laptop Stand,Accessories,6,2024-08-20 00:00,1299,C0082,Germany
INV100558,SKU-1015,Yoga Mat,Home,5,2024-03-26 00:00,899,C0116,Germany
INV102439,SKU-1006,Gel Pen Pack,Stationery,10,2024-03-18 00:00,99,C0013,France
INV103112,SKU-1001,Wireless Mouse,Electronics,6,2024-03-05 00:00,799,C0072,India
INV102356,SKU-1007,WATER BOTTLE 1L,Home,8,2024-06-09 00:00,399,C0036,India
INV101326,SKU-1005,Notebook A5,Stationery,5,2024-02-24 00:00,149,C0059,France
INV100425,SKU-1004,Laptop Stand,Accessories,2,2024-12-22 00:00,1299,C0087,India
INV103708,SKU-1005,Notebook A5,Stationery,8,2024-02-25 00:00,149,C0109,USA
INV100332,SKU-1012,Phone Case,Accessories,3,2024-03-20 00:00,499,C0085,France
INV100287,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-12-21 00:00,1799,C0073,Germany
INV102005,SKU-1005,Notebook A5,Stationery,5,2024-04-19 00:00,149,,France
INV100623,SKU-1001,Wireless Mouse,Electronics,9,2024-01-27 00:00,799,C0055,Germany
INV100243,SKU-1010,Backpack,Accessories,7,2024-08-27 00:00,1999,C0036,India
INV100579,SKU-1005,Notebook A5,Stationery,3,2024-12-03 00:00,149,C0053,United Kingdom
INV102797,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-08-05 00:00,1799,C0059,France
INV101649,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-10-13 00:00,1799,C0024,United States
INV103981,SKU-1010,Backpack,Accessories,6,2024-09-02 00:00,1999,C0116,Germany
INV103611,SKU-1005,Notebook A5,Stationery,5,2024-01-17 00:00,149,C0063,United Kingdom
INV101852,SKU-1010,Backpack,Accessories,3,2024-01-10 00:00,1999,C0026,France
INV100347,SKU-1013,Sticky Notes,Stationery,3,2024-01-17 00:00,79,C0057,Germany
INV100647,SKU-1008,Coffee Mug,Home,4,2024-09-21 00:00,249,C0073,Germany
INV103298,SKU-1004,Laptop Stand,Accessories,11,2024-10-23 00:00,N/A,C0062,France
INV101375,SKU-1011,WIRELESS EARBUDS,Electronics,2,2024-04-18 00:00,3499,C0090,United States
INV101934,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-11-03 00:00,1799,C0045,India
INV100437,SKU-1010,Backpack,Accessories,8,2024-07-05 00:00,1999,C0014,France
INV102336,SKU-1003,USB-C Cable,Electronics,10,2024-06-02 00:00,299,C0090,United States
INV102552,SKU-1006,Gel Pen Pack,Stationery,8,2024-06-22 00:00,99,C0043,France
INV103272,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-06-15 00:00,1799,C0106,France
INV103075,SKU-1002,Mechanical Keyboard,Electronics,4,2024-03-04 00:00,2499,C0035,United States
INV100900,SKU-1014,POWER BANK 10000MAH,Electronics,2,2024-04-30 00:00,1799,C0054,Germany
INV103755,SKU-1004,Laptop Stand,Accessories,6,2024-07-04 00:00,1299,C0085,France
INV102059,SKU-1007,Water Bottle 1L,Home,10,2024-03-23 00:00,399,C0024,united kingdom
INV100179,SKU-1001,Wireless Mouse,Electronics,7,2024-03-11 00:00,N/A,C0102,India
INV102397,SKU-1011,Wireless Earbuds,Electronics,11,2024-12-14 00:00,3499,,United States
INV101129,SKU-1015,Yoga Mat,Home,1,2024-01-03 00:00,899,C0050,France
INV100409,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-12-31 00:00,1799,C0045,India
INV103699,SKU-1004,Laptop Stand,Accessories,6,2024-07-12 00:00,1299,,United States
INV101413,SKU-1015,Yoga Mat,Home,7,2024-05-20 00:00,899,C0014,France
INV101318,SKU-1001,Wireless Mouse,Electronics,10,2024-11-22 00:00,799,C0042,France
INV100144,SKU-1014,,Electronics,2,2024-06-16 00:00,1799,C0078,United Kingdom
INV102467,SKU-1003,USB-C Cable,Electronics,8,2024-12-25 00:00,299,C0060,France
INV100224,SKU-1003,USB-C Cable,Electronics,3,2024-11-21 00:00,299,C0089,France
INV103936,SKU-1001,Wireless Mouse,Electronics,8,2024-11-13 00:00,799,C0043,France
INV102403,SKU-1013,Sticky Notes,Stationery,4,2024-08-08 00:00,79,C0024,United States
INV102830,SKU-1014,,Electronics,4,2024-03-13 00:00,1799,C0001,India
INV100098,SKU-1012,Phone Case,Accessories,3,2024-01-20 00:00,499,C0114,Germany
INV100524,SKU-1015,Yoga Mat,Home,5,2024-09-25 00:00,899,C0107,France
INV102336,SKU-1013,Sticky Notes,Stationery,6,2024-09-26 00:00,79,C0045,India
INV101419,SKU-1012,Phone Case,Accessories,4,2024-04-23 00:00,499,C0116,Germany
INV100164,SKU-1013,Sticky Notes,Stationery,4,2024-02-23 00:00,79,C0043,France
INV101723,SKU-1003,,Electronics,4,2024-01-27 00:00,299,,India
INV101808,SKU-1008,Coffee Mug,Home,3,2024-12-06 00:00,249,C0042,France
INV101712,SKU-1001,Wireless Mouse,Electronics,6,2024-09-10 00:00,799,C0094,United Kingdom
INV101461,SKU-1003,USB-C Cable,Electronics,1,2024-06-05 00:00,299,C0095,united kingdom
INV102500,SKU-1013,Sticky Notes,Stationery,4,2024-06-13 00:00,79,C0064,United States
INV103628,SKU-1008,Coffee Mug,Home,4,2024-06-02 00:00,249,C0088,United Kingdom
INV102501,SKU-1001,Wireless Mouse,Electronics,10,2024-08-27 00:00,799,C0055,Germany
INV101361,SKU-1010,Backpack,Accessories,8,2024-11-10 00:00,1999,C0043,France
INV100651,SKU-1002,Mechanical Keyboard,Electronics,4,2024-09-07 00:00,2499,C0040,France
INV101916,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-03-03 00:00,1799,C0044,United Kingdom
INV103675,SKU-1008,Coffee Mug,Home,2,2024-04-22 00:00,249,C0057,Germany
INV103836,SKU-1007,Water Bottle 1L,Home,6,2024-12-18 00:00,399,C0109,Germany
INV103796,SKU-1015,Yoga Mat,Home,11,2024-10-08 00:00,899,C0095,United States
INV101112,SKU-1010,Backpack,Accessories,5,2024-12-06 00:00,1999,C0071,France
INV103548,SKU-1012,Phone Case,Accessories,3,2024-12-05 00:00,499,C0032,United Kingdom
INV103908,SKU-1015,Yoga Mat,Home,4,2024-02-16 00:00,899,C0001,India
INV103521,SKU-1010,Backpack,Accessories,7,2024-04-17 00:00,1999,C0088,United Kingdom
INV103102,SKU-1011,Wireless Earbuds,Electronics,9,2024-08-10 00:00,3499,C0031,Germany
INV102915,SKU-1005,Notebook A5,Stationery,10,2024-01-03 00:00,149,C0076,Germany
INV101206,SKU-1005,Notebook A5,Stationery,10,2024-10-09 00:00,149,C0092,United States
INV101026,SKU-1004,Laptop Stand,Accessories,11,2024-07-06 00:00,1299,C0048,United States
INV101893,SKU-1008,Coffee Mug,Home,1,2024-03-13 00:00,249,C0107,France
INV102178,SKU-1008,Coffee Mug,Home,11,2024-09-29 00:00,249,C0020,Germany
INV102858,SKU-1008,Coffee Mug,Home,3,2024-05-22 00:00,249,C0001,India
INV100780,SKU-1005,Notebook A5,Stationery,-2,2024-04-06 00:00,149,C0058,India
INV100266,SKU-1007,Water Bottle 1L,Home,1,2024-06-23 00:00,399,C0067,United States
INV100116,SKU-1005,Notebook A5,Stationery,4,2024-05-30 00:00,149,C0059,France
INV102073,SKU-1005,Notebook A5,Stationery,3,2024-05-01 00:00,149,C0105,France
INV103063,SKU-1003,USB-C Cable,Electronics,5,2024-06-30 00:00,299,C0009,United Kingdom
INV102680,SKU-1012,Phone Case,Accessories,8,2024-01-23 00:00,499,C0018,India
INV101496,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-08-21 00:00,1799,C0062,France
INV102172,SKU-1012,Phone Case,Accessories,2,2024-11-28 00:00,499,C0001,India
INV101263,SKU-1010,Backpack,Accessories,5,2024-05-24 00:00,1999,C0006,United States
INV102168,SKU-1004,Laptop Stand,Accessories,7,2024-09-13 00:00,1299,C0116,USA
INV103647,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-02-10 00:00,1799,C0082,Germany
INV103348,SKU-1005,Notebook A5,Stationery,9,2024-02-15 00:00,149,,India
INV102898,SKU-1009,Desk Lamp,Home,2,2024-11-27 00:00,1499,C0021,Germany
INV100920,SKU-1004,Laptop Stand,Accessories,2,2024-12-26 00:00,1299,C0046,United States
INV100486,SKU-1004,,Accessories,6,2024-10-13 00:00,1299,C0061,United States
INV103431,SKU-1009,Desk Lamp,Home,6,2024-11-19 00:00,1499,C0116,Germany
INV102456,SKU-1011,Wireless Earbuds,Electronics,6,2024-05-03 00:00,3499,C0116,united kingdom
INV100885,SKU-1015,Yoga Mat,Home,3,2024-01-20 00:00,899,C0115,Germany
INV101559,SKU-1008,Coffee Mug,Home,2,2024-10-30 00:00,249,C0079,Germany
INV103718,SKU-1006,Gel Pen Pack,Stationery,3,2024-05-24 00:00,99,C0019,United States
INV100475,SKU-1010,,Accessories,4,2024-03-30 00:00,1999,C0081,United States
INV100082,SKU-1008,Coffee Mug,Home,3,2024-11-24 00:00,249,C0051,France
INV103144,SKU-1006,Gel Pen Pack,Stationery,3,2024-03-11 00:00,99,C0068,United Kingdom
INV101034,SKU-1008,Coffee Mug,Home,1,2024-08-30 00:00,249,C0036,India
INV103318,SKU-1011,Wireless Earbuds,Electronics,9,2024-09-14 00:00,3499,C0079,Germany
INV100097,SKU-1009,Desk Lamp,Home,5,2024-08-05 00:00,1499,C0021,Germany
INV100186,SKU-1003,USB-C Cable,Electronics,1,2024-02-22 00:00,299,C0039,United Kingdom
INV101309,SKU-1010,Backpack,Accessories,9,2024-03-06 00:00,1999,C0034,Germany
INV101986,SKU-1005,Notebook A5,Stationery,3,2024-06-18 00:00,149,C0078,United Kingdom
INV100083,SKU-1002,Mechanical Keyboard,Electronics,6,2024-08-04 00:00,2499,C0027,Germany
INV100477,SKU-1009,Desk Lamp,Home,7,2024-03-09 00:00,1499,C0017,Germany
INV103105,SKU-1015,Yoga Mat,Home,4,2024-04-19 00:00,899,C0063,United Kingdom
INV100540,SKU-1010,Backpack,Accessories,5,2024-06-10 00:00,1999,C0048,United States
INV100661,SKU-1008,Coffee Mug,Home,-8,2024-02-15 00:00,249,C0053,United Kingdom
INV100297,SKU-1001,Wireless Mouse,Electronics,8,2024-06-10 00:00,799,C0019,United States
INV103624,SKU-1007,Water Bottle 1L,Home,10,2024-07-05 00:00,399,C0096,United Kingdom
INV101932,SKU-1007,Water Bottle 1L,Home,1,2024-10-07 00:00,399,C0110,France
INV102213,SKU-1004,Laptop Stand,Accessories,2,2024-09-13 00:00,1299,C0047,Germany
INV103625,SKU-1005,Notebook A5,Stationery,4,2024-04-19 00:00,149,C0050,France
INV100533,SKU-1012,Phone Case,Accessories,9,2024-09-30 00:00,499,C0020,Germany
INV103148,SKU-1008,Coffee Mug,Home,2,2024-02-03 00:00,249,C0015,France
INV100630,SKU-1009,Desk Lamp,Home,3,2024-06-07 00:00,1499,C0053,United Kingdom
INV102167,SKU-1008,Coffee Mug,Home,11,2024-08-26 00:00,249,C0054,Germany
INV100715,SKU-1011,Wireless Earbuds,Electronics,10,2024-08-23 00:00,3499,C0067,United States
INV103986,SKU-1001,Wireless Mouse,Electronics,9,2024-03-26 00:00,799,C0090,United States
INV103414,SKU-1003,USB-C Cable,Electronics,3,2024-02-14 00:00,299,C0010,India
INV100089,SKU-1009,Desk Lamp,Home,9,2024-07-24 00:00,1499,C0026,united kingdom
INV101337,SKU-1012,Phone Case,Accessories,4,2024-02-12 00:00,499,C0066,United Kingdom
INV102078,SKU-1002,Mechanical Keyboard,Electronics,6,2024-09-08 00:00,2499,C0114,Germany
INV103917,SKU-1010,Backpack,Accessories,9,2024-01-20 00:00,1999,C0053,united kingdom
INV100073,SKU-1011,Wireless Earbuds,Electronics,1,2024-11-27 00:00,3499,C0093,United States
INV103638,SKU-1010,Backpack,Accessories,1,2024-08-26 00:00,1999,C0025,France
INV101064,SKU-1003,USB-C Cable,Electronics,8,2024-02-05 00:00,299,C0019,United States
INV101496,SKU-1011,Wireless Earbuds,Electronics,5,2024-05-14 00:00,3499,C0080,France
INV100150,SKU-1006,Gel Pen Pack,Stationery,11,2024-08-02 00:00,99,C0076,united kingdom
INV100566,SKU-1001,Wireless Mouse,Electronics,1,2024-01-03 00:00,799,C0042,France
INV102259,SKU-1012,Phone Case,Accessories,1,2024-01-12 00:00,499,C0031,USA
INV103500,SKU-1006,Gel Pen Pack,Stationery,9,2024-02-29 00:00,99,C0045,India
INV102500,SKU-1014,Power Bank 10000mAh,Electronics,1,2024-09-17 00:00,1799,,United States
INV102889,SKU-1008,Coffee Mug,Home,11,2024-07-30 00:00,249,C0085,France
INV101092,SKU-1012,Phone Case,Accessories,8,2024-03-27 00:00,499,C0111,United Kingdom
INV103456,SKU-1008,,Home,7,2024-08-30 00:00,249,C0091,Germany
INV101407,SKU-1015,Yoga Mat,Home,5,2024-03-04 00:00,899,C0071,France
INV100337,SKU-1011,Wireless Earbuds,Electronics,6,2024-12-08 00:00,3499,C0070,Germany
INV101525,SKU-1003,USB-C Cable,Electronics,7,2024-08-14 00:00,299,C0017,Germany
INV101493,SKU-1003,USB-C Cable,Electronics,11,2024-12-11 00:00,299,,Germany
INV103864,SKU-1003,USB-C CABLE,Electronics,-11,2024-03-12 00:00,299,C0094,United Kingdom
INV101821,SKU-1008,Coffee Mug,Home,2,2024-09-10 00:00,249,C0093,United States
INV103380,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-09-27 00:00,1799,C0044,United Kingdom
INV102314,SKU-1015,Yoga Mat,Home,11,2024-10-22 00:00,899,C0101,United States
INV100494,SKU-1003,USB-C Cable,Electronics,1,2024-12-20 00:00,299,C0015,France
INV102217,SKU-1007,WATER BOTTLE 1L,Home,3,2024-02-05 00:00,399,C0081,United States
INV100888,SKU-1011,Wireless Earbuds,Electronics,1,2024-08-05 00:00,3499,C0054,Germany
INV101850,SKU-1003,USB-C Cable,Electronics,3,2024-02-07 00:00,299,C0070,Germany
INV101245,SKU-1013,Sticky Notes,Stationery,9,2024-02-04 00:00,79,C0100,India
INV102048,SKU-1003,USB-C CABLE,Electronics,11,2024-03-13 00:00,299,C0012,United States
INV100305,SKU-1002,,Electronics,9,2024-10-02 00:00,2499,C0074,India
INV101510,SKU-1006,Gel Pen Pack,Stationery,2,2024-10-20 00:00,99,C0076,united kingdom
INV103937,SKU-1006,Gel Pen Pack,Stationery,6,2024-03-03 00:00,99,C0038,United States
INV100446,SKU-1009,DESK LAMP,Home,11,2024-09-14 00:00,1499,C0109,Germany
INV101154,SKU-1006,Gel Pen Pack,Stationery,5,2024-10-26 00:00,99,C0118,India
INV103312,SKU-1013,Sticky Notes,Stationery,4,2024-12-26 00:00,79,C0048,United States
INV102403,SKU-1008,,Home,11,2024-06-09 00:00,249,C0059,France
INV100736,SKU-1003,,Electronics,3,2024-06-18 00:00,299,C0100,India
INV100592,SKU-1009,Desk Lamp,Home,6,2024-12-05 00:00,1499,C0068,United Kingdom
INV102682,SKU-1001,Wireless Mouse,Electronics,10,2024-03-06 00:00,799,C0006,United States
INV103507,SKU-1005,Notebook A5,Stationery,8,2024-04-13 00:00,149,C0058,India
INV102959,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-05-15 00:00,1799,C0094,United Kingdom
INV102458,SKU-1005,Notebook A5,Stationery,11,2024-12-22 00:00,149,C0013,France
INV100172,SKU-1010,Backpack,Accessories,11,2024-07-28 00:00,1999,C0117,India
INV102368,SKU-1002,Mechanical Keyboard,Electronics,2,2024-04-04 00:00,2499,,United States
INV100060,SKU-1011,Wireless Earbuds,Electronics,1,2024-11-28 00:00,3499,,USA
INV100611,SKU-1006,Gel Pen Pack,Stationery,10,2024-03-20 00:00,99,C0060,France
INV100119,SKU-1003,USB-C Cable,Electronics,6,2024-10-24 00:00,299,C0062,France
INV103969,SKU-1012,Phone Case,Accessories,11,2024-01-18 00:00,499,C0032,United Kingdom
INV100474,SKU-1009,Desk Lamp,Home,3,2024-07-12 00:00,1499,C0005,Germany
INV101080,SKU-1006,Gel Pen Pack,Stationery,4,2024-04-30 00:00,99,C0073,Germany
INV101804,SKU-1005,Notebook A5,Stationery,11,2024-07-26 00:00,149,C0033,India
INV103693,SKU-1001,Wireless Mouse,Electronics,11,2024-11-19 00:00,799,C0116,Germany
INV101904,SKU-1004,Laptop Stand,Accessories,8,2024-03-27 00:00,1299,C0009,united kingdom
INV103539,SKU-1009,Desk Lamp,Home,1,2024-09-12 00:00,1499,C0004,Germany
INV100027,SKU-1014,,Electronics,10,2024-02-10 00:00,1799,C0110,France
INV101687,SKU-1010,Backpack,Accessories,6,2024-12-22 00:00,1999,C0057,united kingdom
INV100580,SKU-1007,Water Bottle 1L,Home,-6,2024-11-07 00:00,399,C0075,France
INV102780,SKU-1001,Wireless Mouse,Electronics,9,2024-12-22 00:00,799,C0025,France
INV103665,SKU-1014,,Electronics,7,2024-11-06 00:00,1799,C0091,Germany
INV100992,SKU-1010,Backpack,Accessories,10,2024-01-27 00:00,1999,C0103,United States
INV100093,SKU-1010,Backpack,Accessories,7,2024-04-12 00:00,1999,C0074,India
INV102709,SKU-1008,Coffee Mug,Home,6,2024-01-11 00:00,249,C0032,United Kingdom
INV103115,SKU-1011,Wireless Earbuds,Electronics,9,2024-07-05 00:00,3499,C0096,United Kingdom
INV101637,SKU-1005,Notebook A5,Stationery,1,2024-06-29 00:00,149,C0027,Germany
INV100234,SKU-1007,Water Bottle 1L,Home,8,2024-10-02 00:00,399,C0087,India
INV102926,SKU-1003,USB-C CABLE,Electronics,1,2024-06-13 00:00,299,,India
INV103531,SKU-1004,Laptop Stand,Accessories,4,2024-05-16 00:00,1299,C0020,Germany
INV102132,SKU-1009,Desk Lamp,Home,4,2024-09-08 00:00,1499,C0120,India
INV103889,SKU-1012,Phone Case,Accessories,5,2024-11-21 00:00,499,C0018,India
INV102939,SKU-1010,Backpack,Accessories,11,2024-01-05 00:00,1999,C0104,USA
INV102658,SKU-1012,Phone Case,Accessories,2,2024-11-05 00:00,499,C0001,India
INV103495,SKU-1004,Laptop Stand,Accessories,10,2024-04-02 00:00,1299,C0102,India
INV103370,SKU-1011,Wireless Earbuds,Electronics,1,2024-07-24 00:00,3499,C0009,United Kingdom
INV101380,SKU-1003,USB-C Cable,Electronics,3,2024-04-02 00:00,299,C0111,United Kingdom
INV103439,SKU-1008,,Home,8,2024-02-24 00:00,249,C0061,United States
INV101795,SKU-1001,Wireless Mouse,Electronics,9,2024-03-15 00:00,799,C0065,Germany
INV101397,SKU-1013,Sticky Notes,Stationery,1,2024-09-16 00:00,79,C0009,United Kingdom
INV103291,SKU-1004,Laptop Stand,Accessories,5,2024-03-13 00:00,1299,C0030,Germany
INV102293,SKU-1010,Backpack,Accessories,10,2024-10-08 00:00,1999,C0068,United Kingdom
INV103864,SKU-1008,Coffee Mug,Home,6,2024-02-26 00:00,249,,United States
INV102039,SKU-1008,Coffee Mug,Home,5,2024-06-09 00:00,249,C0065,Germany
INV102269,SKU-1007,Water Bottle 1L,Home,10,2024-04-03 00:00,399,C0024,United States
INV102423,SKU-1008,Coffee Mug,Home,5,2024-02-27 00:00,249,C0071,France
INV100058,SKU-1012,Phone Case,Accessories,5,2024-10-29 00:00,499,C0109,Germany
INV100830,SKU-1015,Yoga Mat,Home,11,2024-09-06 00:00,899,C0095,United States
INV101580,SKU-1004,Laptop Stand,Accessories,5,2024-06-18 00:00,1299,C0044,United Kingdom
INV103162,SKU-1009,Desk Lamp,Home,5,2024-12-20 00:00,1499,C0026,France
INV103493,SKU-1007,Water Bottle 1L,Home,11,2024-11-25 00:00,399,C0052,India
INV102985,SKU-1005,Notebook A5,Stationery,9,2024-04-11 00:00,149,C0108,France
INV101540,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-12-30 00:00,N/A,C0049,France
INV102999,SKU-1003,USB-C Cable,Electronics,10,2024-08-26 00:00,299,C0005,Germany
INV102144,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-08-27 00:00,1799,C0118,India
INV102751,SKU-1005,Notebook A5,Stationery,2,2024-01-15 00:00,149,C0045,India
INV102446,SKU-1011,WIRELESS EARBUDS,Electronics,1,2024-08-29 00:00,3499,C0051,France
INV103451,SKU-1011,Wireless Earbuds,Electronics,11,2024-10-25 00:00,3499,C0065,Germany
INV101224,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-08-17 00:00,1799,C0016,France
INV103020,SKU-1004,Laptop Stand,Accessories,10,2024-11-06 00:00,1299,C0036,India
INV102111,SKU-1002,Mechanical Keyboard,Electronics,7,2024-11-07 00:00,2499,C0070,Germany
INV103438,SKU-1013,Sticky Notes,Stationery,5,2024-05-19 00:00,79,C0103,United States
INV100367,SKU-1007,Water Bottle 1L,Home,1,2024-06-10 00:00,399,C0031,Germany
INV101326,SKU-1002,Mechanical Keyboard,Electronics,5,2024-10-29 00:00,2499,C0070,Germany
INV100982,SKU-1007,Water Bottle 1L,Home,3,2024-09-29 00:00,399,C0031,USA
INV102315,SKU-1011,Wireless Earbuds,Electronics,11,2024-05-28 00:00,3499,C0067,USA
INV101511,SKU-1008,Coffee Mug,Home,1,2024-05-16 00:00,249,C0095,United States
INV100504,SKU-1015,Yoga Mat,Home,6,2024-05-23 00:00,899,C0022,United Kingdom
INV103176,SKU-1001,Wireless Mouse,Electronics,6,2024-07-05 00:00,799,C0026,France
INV100954,SKU-1012,Phone Case,Accessories,4,2024-01-25 00:00,499,C0084,United States
INV102557,SKU-1010,Backpack,Accessories,8,2024-07-10 00:00,1999,C0027,Germany
INV103907,SKU-1002,Mechanical Keyboard,Electronics,5,2024-03-18 00:00,2499,C0093,United States
INV101007,SKU-1009,Desk Lamp,Home,4,2024-03-14 00:00,1499,C0019,United States
INV100694,SKU-1010,Backpack,Accessories,-1,2024-06-28 00:00,1999,C0016,France
INV100198,SKU-1011,Wireless Earbuds,Electronics,5,2024-03-08 00:00,3499,C0027,Germany
INV102409,SKU-1013,Sticky Notes,Stationery,3,2024-04-07 00:00,79,C0001,India
INV101424,SKU-1015,Yoga Mat,Home,3,2024-03-02 00:00,N/A,C0065,Germany
INV100586,SKU-1015,Yoga Mat,Home,-1,2024-07-12 00:00,899,C0100,India
INV103797,SKU-1003,USB-C Cable,Electronics,5,2024-08-27 00:00,299,C0003,France
INV100629,SKU-1005,Notebook A5,Stationery,5,2024-12-23 00:00,149,,India
INV100135,SKU-1007,Water Bottle 1L,Home,9,2024-01-25 00:00,399,C0077,United Kingdom
INV102601,SKU-1004,Laptop Stand,Accessories,9,2024-05-09 00:00,1299,C0017,Germany
INV103215,SKU-1004,Laptop Stand,Accessories,1,2024-02-28 00:00,1299,C0073,Germany
INV101329,SKU-1006,Gel Pen Pack,Stationery,4,2024-08-12 00:00,99,C0006,United States
